family,metric,effect,effect_type,protocol,bootstrap_unit,endpoint_representation,estimate,ci_low,ci_high,n,n_patients,n_resamples,method,acceleration,bias_correction
msvae,pearson,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0005216173847986418,-0.0006305943666366124,-0.0004106907200284826,2198,1904,2000,paired_patient_cluster_BCa,-0.0039304296137534335,0.007519955698540524
msvae,qrs_correlation,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.004370851508655347,0.0037877352017567385,0.004995766083224912,2198,1904,2000,paired_patient_cluster_BCa,0.004756308530017517,0.003759951271145795
msvae,qrs_correlation,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.0002296973116447702,0.00015957996929092993,0.0002931874220515615,2198,1904,2000,paired_patient_cluster_BCa,-0.004618505066451207,-0.05266352689406844
msvae,qrs_correlation,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,2.6140966387257835e-05,-4.277666556404918e-06,5.568865146354904e-05,2198,1904,2000,paired_patient_cluster_BCa,0.0021014208933195395,-0.018800819591187675
msvae,qrs_correlation,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0005066282266450972,-0.0006326743590761593,-0.00037230706737924644,2198,1904,2000,paired_patient_cluster_BCa,-0.007218348545972436,0.026322636310952642
msvae,qrs_correlation,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-2.7092189073774538e-05,-9.254412768481911e-05,3.457739927021899e-05,2198,1904,2000,paired_patient_cluster_BCa,0.0058596323274432704,-0.04889873121265653
msvae,qrs_correlation,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.0001968408351083099,0.00012718793971269317,0.00026868382822487765,2198,1904,2000,paired_patient_cluster_BCa,0.005096466149850698,-0.006266611701750474
msvae,qrs_correlation,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.00043303404117352526,-0.0005628883317462226,-0.00031397760464033656,2198,1904,2000,paired_patient_cluster_BCa,-0.0019927342000588357,-0.007519955698540524
msvae,st_correlation,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.008808089066198815,0.007828048344706533,0.009822133550251506,2198,1904,2000,paired_patient_cluster_BCa,0.009485052622584039,-0.008773311508328191
msvae,st_correlation,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.0007888402166011595,0.0006400229326886966,0.0009256874498086002,2198,1904,2000,paired_patient_cluster_BCa,0.005421399984602548,-0.02883021851774051
msvae,st_correlation,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-5.40155768566811e-05,-0.0001150451135400753,5.3413313441283435e-06,2198,1904,2000,paired_patient_cluster_BCa,0.0016816789567784787,0.008773311508328052
msvae,st_correlation,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0013916686632778087,-0.0016769052279510296,-0.0011253305264172133,2198,1904,2000,paired_patient_cluster_BCa,-0.006030289256106701,-0.007519955698540524
msvae,st_correlation,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-1.998241194434109e-05,-0.00014056880928239496,0.00010721677659490267,2198,1904,2000,paired_patient_cluster_BCa,0.003421198676724572,-0.006266611701750474
msvae,st_correlation,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.000552770052013669,0.00041989750345894654,0.0006885020728574116,2198,1904,2000,paired_patient_cluster_BCa,0.0012543523476198854,0.005013277548926657
msvae,st_correlation,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0011854863724652883,-0.0014730828017543273,-0.0009123086485349513,2198,1904,2000,paired_patient_cluster_BCa,-0.004997050271607929,0.008773311508328052
msvae,j_point_amplitude_mae,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-0.0017773106459484142,-0.0019050039752131255,-0.0016388693329864867,2198,1904,2000,paired_patient_cluster_BCa,-0.001062431832394139,0.008773311508328052
msvae,j_point_amplitude_mae,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-8.780787337920523e-05,-0.00012673197410078334,-5.072259689973614e-05,2198,1904,2000,paired_patient_cluster_BCa,-0.005169954266957277,-0.0037599512711459344
msvae,j_point_amplitude_mae,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,3.152110256268232e-05,1.608339595975559e-05,4.6881096834573794e-05,2198,1904,2000,paired_patient_cluster_BCa,0.01016058843016683,-0.03133798202142662
msvae,j_point_amplitude_mae,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.00045822603561092605,0.00039451254498136436,0.0005257252521193699,2198,1904,2000,paired_patient_cluster_BCa,0.010576465014510546,-0.008773311508328191
msvae,j_point_amplitude_mae,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,4.8061111413139015e-05,1.7348754919798868e-05,7.853862094654333e-05,2198,1904,2000,paired_patient_cluster_BCa,0.0028191789565125383,-0.032591936696663076
msvae,j_point_amplitude_mae,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,-1.8989893771348704e-05,-5.5408023391847265e-05,1.4649347818090491e-05,2198,1904,2000,paired_patient_cluster_BCa,-0.006438266879260719,-0.06270677794321385
msvae,j_point_amplitude_mae,correlation:mmd:derivative,three_way,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,record_metric,0.0001593779728453847,9.555655536695871e-05,0.00023477557059081586,2198,1904,2000,paired_patient_cluster_BCa,0.016052609992002174,0.04638925570538985
msvae,ecgfounder_auroc,correlation,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,0.00046296618608659485,-0.0018390783294813951,0.002857697670772551,2198,1904,2000,paired_patient_cluster_BCa,0.006211586787807098,0.016293804724859116
msvae,ecgfounder_auroc,mmd,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-0.0002063608471115634,-0.0007076136614229953,0.00019026005930950412,2198,1904,2000,paired_patient_cluster_BCa,-0.028496044868467477,-0.0025066308995717666
msvae,ecgfounder_auroc,derivative,main,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-4.943971977844308e-05,-0.00023165245821152552,0.00011879146504950942,2198,1904,2000,paired_patient_cluster_BCa,-0.004410215590635749,0.0012533144654324165
msvae,ecgfounder_auroc,correlation:mmd,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,4.446481421548961e-05,-0.0006663979412294921,0.0008195598409954425,2198,1904,2000,paired_patient_cluster_BCa,0.02396434217501254,-0.007519955698540524
msvae,ecgfounder_auroc,correlation:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-1.5104028483704425e-05,-0.00036124806226991887,0.0003643785961335192,2198,1904,2000,paired_patient_cluster_BCa,0.008498832884590543,0.0401168101849681
msvae,ecgfounder_auroc,mmd:derivative,pairwise,prespecified_2x2x2_with_mse_on,paired_ptbxl_patient_cluster,macro_auroc_record_influence,-0.0001282853025027519,-0.000557501116072064,0.00029924673146983536,2198,1904,2000,paired_patient_cluster_BCa,-0.0010747003122348266,0.0025066308995717666
